Matrix,Class,Subclass,ID,Terminus,Domain,Definition,Sources
1_Unity,Identity,Metaphysisch,U-255,Plotins Hen (Das Eine),PHI,Das absolute Eine jenseits des Seins und des Denkens — übervolle Quelle aller Emanation.,"Plotin, Enneaden V,1; VI,9, ca. 255–270 n. Chr."
1_Unity,Identity,Metaphysisch,U-256,Proklos' Henaden,PHI,Die Einheitsprinzipien (Henaden) als Mittler zwischen dem Einen und dem Vielen.,"Proklos, Elementatio Theologica §113–165, ca. 450 n. Chr.; trans. Dodds, Oxford UP 1963"
1_Unity,Identity,Mystisch,U-257,Pseudo-Dionysios: göttliche Einheit,PHI,Die apophatische Einheit Gottes — Das Eine übersteigt alle Namen und wird in der Stille erkannt.,"Pseudo-Dionysios Areopagita, De divinis nominibus II, ca. 500 n. Chr.; dt. Ritter, Herder 1994"
1_Unity,Identity,Metaphysisch,U-258,Augustinus: Trinität als Einheit,PHI,"Die göttliche Einheit in drei Personen — una substantia, tres personae als paradoxe Einheitsstruktur.","Augustinus, De Trinitate V–VII, 399–419 n. Chr.; CCL 50, Turnhout 1968"
1_Unity,Identity,Metaphysisch,U-259,Anselms id quo maius,PHI,"Das, worüber hinaus Größeres nicht gedacht werden kann — die Einheit als höchste ontologische Verdichtung.","Anselm von Canterbury, Proslogion II, 1077–1078; ed. Schmitt, Edinburgh 1946"
1_Unity,Identity,Ontologisch,U-260,Thomas: esse als actus essendi,PHI,Das Sein als reiner Vollzugsakt — die Einheit von Wesen und Dasein nur in Gott als ipsum esse subsistens.,"Thomas von Aquin, Summa Theologiae I, q.3 a.4; De ente et essentia Kap. 4, 1265–1274"
1_Unity,Identity,Metaphysisch,U-261,Nikolaus v. Kues: Non-aliud,PHI,"Das Nicht-Andere — die absolute Einheit, die sich von nichts unterscheidet und dennoch alles definiert.","Nikolaus von Kues, De non aliud, 1462; ed. Heidelberger Akademie 1944"
1_Unity,Identity,Ontologisch,U-262,Spinozas una substantia,PHI,"Deus sive Natura — die einzige Substanz mit unendlich vielen Attributen, deren Modi alle Dinge sind.","Baruch de Spinoza, Ethica I, prop.14, 1677"
1_Unity,Identity,Metaphysisch,U-263,Leibniz' Monade als Einheit,PHI,Die Monade als unteilbare Einheit ohne Fenster — jede Monade ist eine vollständige Welt für sich.,"G. W. Leibniz, Monadologie §1–7, 1714; ed. Gerhardt, Phil. Schr. VI, 1885"
1_Unity,Identity,Erkenntnis,U-264,Kants transzendentale Einheit,PHI,"Die synthetische Einheit der Apperzeption — das »Ich denke«, das alle Vorstellungen verbindet.","Immanuel Kant, Kritik der reinen Vernunft B131–136, 1787"
1_Unity,Identity,Dialektisch,U-265,Fichtes absolutes Ich,PHI,Das Ich setzt sich selbst — die absolute Tathandlung als ursprüngliche Einheit von Sein und Tun.,"Johann G. Fichte, Grundlage der gesamten Wissenschaftslehre §1, 1794"
1_Unity,Identity,Dialektisch,U-266,Schellings Identitätsphilosophie,PHI,"Die absolute Identität von Natur und Geist — der Indifferenzpunkt, an dem beide eins sind.","Friedrich W. J. Schelling, Darstellung meines Systems der Philosophie, 1801; SW Bd. 4"
1_Unity,Identity,Dialektisch,U-267,Hegels Absolutes,PHI,"Das Absolute als sich selbst begreifender Geist — die Einheit, die alle Unterschiede in sich aufhebt.","Georg W. F. Hegel, Phänomenologie des Geistes, Schlusskapitel, Bamberg 1807"
1_Unity,Identity,Mystisch,U-268,Schleiermachers Einheitsgefühl,PHI,Das schlechthinnige Abhängigkeitsgefühl als religiöse Einheitserfahrung.,"Friedrich Schleiermacher, Über die Religion: Reden an die Gebildeten unter ihren Verächtern, 1799; Reclam 1969"
1_Unity,Identity,Metaphysisch,U-269,Schopenhauers Wille als Einheit,PHI,Der eine Wille als Ding an sich hinter allen Erscheinungen — die Einheit jenseits der Vielheit der Vorstellung.,"Arthur Schopenhauer, Die Welt als Wille und Vorstellung I §23, 1818"
1_Unity,Identity,Metaphysisch,U-270,Whiteheads God (Primordial Nature),PHI,Die primordiale Natur Gottes als ewige Einheit der Möglichkeiten — Referenzrahmen aller Kreativität.,"Alfred N. Whitehead, Process and Reality, Cambridge UP 1929, Part V Ch. II"
1_Unity,Identity,Metaphysisch,U-271,Bradleys Absolute,PHI,Das Absolute als einzige Realität — alles Andere ist bloße Erscheinung.,"F. H. Bradley, Appearance and Reality, Sonnenschein 1893, Kap. 14–15"
1_Unity,Identity,Ontologisch,U-272,Meinongs Gegenstandstheorie,PHI,"Die Einheit des Gegenstands als solchem — das, was einem Terminus entspricht, unabhängig von seiner Existenz.","Alexius Meinong, Über Gegenstandstheorie, in: Untersuchungen zur Gegenstandstheorie, Barth 1904"
1_Unity,Identity,Logisch,U-273,Russells logische Formen,PHI,"Die logische Form als Einheitsstruktur des Satzes — das, was Sätze mit den Tatsachen teilen.","Bertrand Russell, The Philosophy of Logical Atomism, The Monist 1918; ed. Marsh, Allen & Unwin 1956"
1_Unity,Identity,Sprachlich,U-274,Freges Sinn und Bedeutung,PHI,"Die Einheit des Ausdrucks in Sinn und Bedeutung — verschiedene Ausdrücke, ein Referent (Abendstern = Morgenstern).","Gottlob Frege, Über Sinn und Bedeutung, Zeitschrift für Philosophie und philos. Kritik 100, 1892"
1_Unity,Identity,Phänomenologisch,U-275,Husserls intentionale Einheit,PHI,Die Einheit von Noesis und Noema — jeder Bewusstseinsakt ist als Einheit von Vollzug und Inhalt strukturiert.,"Edmund Husserl, Ideen I §88, 1913; Hua III"
1_Unity,Identity,Ontologisch,U-276,Heideggers Sein überhaupt,PHI,"Das Sein als das, was jedem Seienden zukommt und doch kein Seiendes ist — die ursprünglichste Einheit.","Martin Heidegger, Sein und Zeit §1–4, 1927; GA Bd. 2"
1_Unity,Identity,Logisch,U-277,Wittgensteins Welt als Einheit,PHI,"Die Welt ist alles, was der Fall ist — die logische Einheit des Bestehens von Sachverhalten.","Ludwig Wittgenstein, Tractatus logico-philosophicus §1.0–1.13, 1922"
1_Unity,Identity,Ontologisch,U-278,Quines ontologische Einheit,PHI,Sein als Einheit der Quantifikation — to be is to be the value of a variable.,"W. V. O. Quine, On What There Is, Review of Metaphysics 2, 1948; in: From a Logical Point of View, Harvard UP 1953"
1_Unity,Identity,Kategorisch,U-279,Rawls Einheit der Person,PHI,Die personale Einheit über die Zeit als Grundlage der Gerechtigkeitstheorie.,"John Rawls, A Theory of Justice, Harvard UP 1971, §25"
1_Unity,Identity,Ontologisch,U-280,Badious Ereignis-Einheit,PHI,"Das Ereignis als Einheit, die nicht zur Situation gehört — die Singularität, die eine neue Wahrheit konstituiert.","Alain Badiou, L'Être et l'Événement, Seuil 1988; dt. Das Sein und das Ereignis, diaphanes 2005"
1_Unity,Identity,Ontologisch,U-281,Nagarjunas Zwei-Wahrheits-Einheit,PHI,Die Einheit von konventioneller und absoluter Wahrheit — beide sind untrennbar verbunden.,"Nagarjuna, MMK §24,8; trans. Siderits/Katsura, Wisdom Publications 2013"
1_Unity,Identity,Metaphysisch,U-282,Shankaras Brahman (saguna),PHI,"Brahman mit Attributen als lehrbare Einheit — die Einheit Gottes, die im Gebet und Ritual erfahrbar ist.","Shankara, Brahmasūtra-Bhāṣya I,1,1–4, ca. 700 n. Chr.; trans. Thibaut, SBE 34, 1890"
1_Unity,Identity,Mystisch,U-283,Ruusbroecs Unio Mystica,PHI,Die mystische Vereinigung als höchste Einheit — Einssein mit Gott jenseits aller Unterscheidung.,"Jan van Ruusbroec, Die Zierde der geistlichen Hochzeit, ca. 1335; dt. Herder 1924"
1_Unity,Identity,Ontologisch,U-284,Laozis Tao als Einheit,PHI,Das Eine gebiert das Zwei — das Tao als ursprüngliche Einheit vor aller Differenzierung.,"Laozi, Tao Te Ching §42, ca. 4. Jh. v. Chr.; trans. Wilhelm, Diederichs 1978"
1_Unity,Identity,Kategorisch,U-285,Konfuzius: Ren (Menschlichkeit),PHI,"Das ren als die einheitliche Tugend, aus der alle anderen Tugenden hervorgehen.","Konfuzius, Analekten XII,1; IV,15, ca. 500 v. Chr.; trans. Legge, Clarendon 1893"
1_Unity,Identity,Phänomenologisch,U-286,Nishidas reines Erlebnis,PHI,Das reine Erleben vor Subjekt-Objekt-Trennung — die Einheit des Bewusstseins an seinem Nullpunkt.,"Kitarō Nishida, Zen no kenkyū (Über das Gute), 1911; trans. Abe/Ives, Yale UP 1990"
1_Unity,Identity,Mystisch,U-287,Ibn Arabis Waḥdat al-wujūd,PHI,Die Einheit des Seins — alles Existierende ist Manifestation der einen göttlichen Realität.,"Ibn Arabi, Fusūs al-Hikam, ca. 1229; trans. Austin, Paulist Press 1980"
1_Unity,Identity,Mystisch,U-288,Rūmīs tawhīd,PHI,Die göttliche Einheit als mystische Erfahrung — Auflösen des Ich in der einen göttlichen Wirklichkeit.,"Jalāl ad-Dīn Rūmī, Masnawī I, Prolog, 1258–1273; trans. Nicholson, Luzac 1925"
1_Unity,Identity,Dialektisch,U-289,Hegels Sittlichkeit als Einheit,PHI,Die konkrete Einheit von Individuum und Gemeinschaft — die Aufhebung von Moralität in lebendige Sitte.,"Georg W. F. Hegel, Grundlinien der Philosophie des Rechts §142–145, 1820"
1_Unity,Identity,Erkenntnis,U-290,Kants Vernunfteinheit,PHI,"Die Einheit der Vernunft als regulative Idee — das systematische Ganze, dem die Erkenntnis zustrebt.","Immanuel Kant, Kritik der reinen Vernunft B672–696, 1787"
1_Unity,Baseline,Ontologisch,U-291,Parmenides' Sein als Baseline,PHI,"Das volle, unteilte Sein als Referenz aller Aussagen über das Wirkliche.","Parmenides, Frag. B8, ca. 480 v. Chr.; Diels/Kranz, Vorsokratiker Bd. 1"
1_Unity,Baseline,Metaphysisch,U-292,Platons Ideen als Referenz,PHI,Die Ideen als Maßstab aller Erscheinungen — das Schöne an sich als Referenz aller schönen Dinge.,"Platon, Symposion 211b; Phaidon 75c–d, ca. 385–370 v. Chr."
1_Unity,Baseline,Ontologisch,U-293,Aristoteles' Ousia als Baseline,PHI,"Die Substanz als ontologische Baseline — das, worüber alles andere ausgesagt wird.","Aristoteles, Kategorien 2a11–2b6; Metaphysik VII,1, ca. 330 v. Chr."
1_Unity,Baseline,Kategorisch,U-294,Thomas: Lex naturalis,PHI,Das natürliche Gesetz als moralische Baseline — Teilhabe der Vernunft am ewigen Gesetz Gottes.,"Thomas von Aquin, Summa Theologiae I-II, q.91 a.2, 1269–1271"
1_Unity,Baseline,Kategorisch,U-295,Kants kategorischer Imperativ,PHI,"Handle nur nach derjenigen Maxime, durch die du zugleich wollen kannst, dass sie allgemeines Gesetz werde.","Immanuel Kant, Grundlegung zur Metaphysik der Sitten BA52, 1785"
1_Unity,Baseline,Kategorisch,U-296,Hegels Sittlichkeit als Baseline,PHI,"Die lebendige Sittlichkeit als sozialer Referenzrahmen — der Boden, auf dem Individuen stehen.","Georg W. F. Hegel, Grundlinien der Philosophie des Rechts §145–146, 1820"
1_Unity,Baseline,Kategorisch,U-297,Mills Nutzenprinzip,PHI,Das größte Glück der größten Zahl als ethische Baseline allen Handelns.,"John Stuart Mill, Utilitarianism, Fraser's Magazine 1861; Longmans 1863"
1_Unity,Baseline,Kategorisch,U-298,Rawls Grundgüter,PHI,"Die Grundgüter als Baseline der Gerechtigkeitstheorie — das, was jede rationale Person unabhängig von ihren Zielen will.","John Rawls, A Theory of Justice, Harvard UP 1971, §15"
1_Unity,Baseline,Kategorisch,U-299,Habermas' Diskursethik,PHI,"Grundsatz D: Nur Normen sind gültig, denen alle Betroffenen im rationalen Diskurs zustimmen könnten.","Jürgen Habermas, Moralbewusstsein und kommunikatives Handeln, Suhrkamp 1983"
1_Unity,Baseline,Kategorisch,U-300,Peirces Synechismus,PHI,Das Prinzip der Kontinuität als Grundstruktur der Wirklichkeit — alles ist graduell verbunden.,"Charles S. Peirce, The Law of Mind, The Monist 2(4), 1892; CP 6.102–163"
1_Unity,Baseline,Metaphysisch,U-301,Whiteheads ewige Objekte,PHI,"Die ewigen Objekte als Möglichkeitsraum aller Konkreszenz — Formen, die in Actual Occasions eingehen können.","Alfred N. Whitehead, Process and Reality, Cambridge UP 1929, Part II Ch. III"
1_Unity,Baseline,Phänomenologisch,U-302,Husserls Lebenswelt,PHI,"Die Lebenswelt als vorwissenschaftliche Baseline — der Boden aller Erfahrung, auf dem Wissenschaft aufbaut.","Edmund Husserl, Die Krisis der europäischen Wissenschaften §34–36, 1936; Hua VI"
1_Unity,Baseline,Phänomenologisch,U-303,Heideggers In-der-Welt-sein,PHI,Das In-der-Welt-sein als existenziale Baseline — das Dasein ist immer schon in einer vertrauten Welt.,"Martin Heidegger, Sein und Zeit §12–18, 1927; GA Bd. 2"
1_Unity,Baseline,Sprachlich,U-304,Gadamers Vorurteil,PHI,Das legitime Vorurteil als hermeneutische Baseline — Verstehen ist immer schon durch Tradition konstituiert.,"Hans-Georg Gadamer, Wahrheit und Methode II,1, Mohr Siebeck 1960"
1_Unity,Baseline,Erkenntnis,U-305,Poppers Bewährung,PHI,"Die Bewährung als epistemische Baseline — das Beste, was eine Theorie erreichen kann: noch nicht widerlegt.","Karl Popper, Logik der Forschung §§82–85, Springer Wien 1934"
1_Unity,Baseline,Historisch,U-306,Kuhns Paradigma,PHI,"Das wissenschaftliche Paradigma als Baseline normaler Wissenschaft — Rahmen, in dem Rätsel gelöst werden.","Thomas S. Kuhn, The Structure of Scientific Revolutions, U of Chicago Press 1962, Kap. 3–4"
1_Unity,Baseline,Ontologisch,U-307,Nagarjunas konventionelle Wahrheit,PHI,"Die samvrti-satya als praktische Baseline — die Wahrheit, die im Alltag gilt und nicht aufgegeben werden kann.","Nagarjuna, MMK §24,8–10, ca. 150–200 n. Chr."
1_Unity,Baseline,Kategorisch,U-308,Konfuzius: Li (Ritus),PHI,"Die Riten als sozialer Referenzrahmen — das, was die Gesellschaft zusammenhält und Verhalten orientiert.","Konfuzius, Analekten XII,1; XV,18, ca. 500 v. Chr.; trans. Legge, Clarendon 1893"
1_Unity,Baseline,Erkenntnis,U-309,Ibn Rushds Vernunft als Baseline,PHI,"Die aktive Vernunft als universaler Referenzpunkt — ein intellektueller Maßstab, der für alle Menschen gilt.","Ibn Rushd (Averroës), Commentarium Magnum in Aristotelis De Anima III, ca. 1190; trans. Crawford, Medieval Acad. 1953"
1_Unity,Baseline,Ontologisch,U-310,Spinozas conatus als Baseline,PHI,"Der Selbsterhaltungstrieb als Referenz aller Handlungen — jedes Wesen strebt danach, das zu bleiben, was es ist.","Baruch de Spinoza, Ethica III, prop.7, 1677"
1_Unity,Baseline,Erkenntnis,U-311,Shankaras Sruti als Baseline,PHI,"Die vedische Offenbarung als epistemische Baseline — der Referenzpunkt, an dem alle anderen Erkenntnisquellen gemessen werden.","Shankara, Brahmasūtra-Bhāṣya I,1,3, ca. 700 n. Chr.; trans. Thibaut, SBE 34, 1890"
1_Unity,Baseline,Mystisch,U-312,Dōgens Zazen als Baseline,PHI,Die Praxis des Sitzens als ontologische Baseline — in der Stille des Zazen zeigt sich die Einheit von Erleuchtung und Übung.,"Dōgen, Bendōwa (Gespräch über das Erwachen zur Praxis), 1231; trans. Tanahashi, North Point 1985"
1_Unity,Baseline,Phänomenologisch,U-313,Merleau-Pontys Fleisch,PHI,Das Fleisch der Welt als ontologische Baseline — die gemeinsame Substanz von Leib und Welt.,"Maurice Merleau-Ponty, Le visible et l'invisible, Gallimard 1968; dt. Das Sichtbare und das Unsichtbare, Fink 1986"
1_Unity,Baseline,Phänomenologisch,U-314,Levinas' Unendliches,PHI,"Das Unendliche im Antlitz des Anderen als ethische Baseline — der Anruf, der alle Selbstbezüglichkeit unterbricht.","Emmanuel Levinas, Totalité et Infini, Nijhoff 1961; dt. Totalität und Unendlichkeit, Alber 1987"
1_Unity,Baseline,Sprachlich,U-315,Wittgensteins Lebensform,PHI,"Die Lebensform als Baseline aller Sprachspiele — was gegeben ist, sind eben die Lebensformen.","Ludwig Wittgenstein, Philosophische Untersuchungen §19, §241, 1953; Suhrkamp 1967"
1_Unity,Baseline,Erkenntnis,U-316,Searles Hintergrund,PHI,"Der Hintergrund (Background) als präintentionale Baseline — das, was Intentionalität erst ermöglicht.","John Searle, Intentionality, Cambridge UP 1983, Kap. 5"
1_Unity,Baseline,Sprachlich,U-317,Derridas archi-écriture,PHI,"Die Ur-Schrift als Baseline aller Zeichen — die Spur, die jedem Zeichen vorausgeht.","Jacques Derrida, De la grammatologie, Minuit 1967; dt. Grammatologie, Suhrkamp 1974"
1_Unity,Baseline,Kategorisch,U-318,Bourdieus Habitus,PHI,"Der Habitus als inkorporierte soziale Baseline — dauerhafte Disposition, die Handeln und Wahrnehmen strukturiert.","Pierre Bourdieu, Le sens pratique, Minuit 1980; dt. Sozialer Sinn, Suhrkamp 1987"
1_Unity,Baseline,Phänomenologisch,U-319,Nishidas Ort (Basho),PHI,"Der Ort des absoluten Nichts als Basis aller Erkenntnis — das Feld, in dem Subjekt und Objekt erscheinen.","Kitarō Nishida, Basho (Ort), 1926; in: Nishida Kitarō Zenshū Bd. 4, Iwanami 1965"
1_Unity,Baseline,Ontologisch,U-320,Heraklits Logos als Baseline,PHI,"Der Logos als gemeinsamer Referenzrahmen — obwohl der Logos allgemein ist, leben die meisten als hätten sie eine eigene Einsicht.","Heraklit, Frag. B1, B2, ca. 500 v. Chr.; Diels/Kranz, Vorsokratiker Bd. 1"
1_Unity,Emergence,Prozessual,U-321,Platons Eros als Emergence,PHI,Der Eros als aufsteigendes Streben zur Einheit — Aufstieg vom schönen Körper zur Idee des Schönen selbst.,"Platon, Symposion 210a–211b, ca. 385 v. Chr."
1_Unity,Emergence,Prozessual,U-322,Aristoteles' Entelechie,PHI,"Die Entelechie als Vollendungsstruktur — das Ziel, das im Ding selbst liegt und auf das es sich zubewegt.","Aristoteles, De Anima II,1, 412a19–28, ca. 330 v. Chr."
1_Unity,Emergence,Prozessual,U-323,Plotins Epistrophē als Einheitsemergenz,PHI,Die Rückkehr der Seele zum Einen als Emergence von Einheit — Aufstieg durch Nous und Seele zur Quelle.,"Plotin, Enneaden VI,9,11, ca. 270 n. Chr."
1_Unity,Emergence,Metaphysisch,U-324,Augustinus: Beata vita,PHI,Das selige Leben als Emergence der Seele in der Einheit mit Gott — Ruhe als Ziel aller Unruhe.,"Augustinus, Confessiones I,1; De beata vita, 386 n. Chr."
1_Unity,Emergence,Dialektisch,U-325,Hegels Geist-Emergence,PHI,"Der absolute Geist als Emergence des Denkens, das sich selbst denkt — Einheit am Ende der phänomenologischen Reise.","Georg W. F. Hegel, Phänomenologie des Geistes, Abs. Wissen, Bamberg 1807"
1_Unity,Emergence,Prozessual,U-326,Schopenhauers ästhetische Einheit,PHI,"Im ästhetischen Erleben emergiert Einheit: Das Subjekt wird zum reinen Erkenntnisspiegel, der Wille schweigt.","Arthur Schopenhauer, Die Welt als Wille und Vorstellung I §34–38, 1818"
1_Unity,Emergence,Prozessual,U-327,Bergsons Intuition,PHI,Die philosophische Intuition als Emergence der Einheit — das Zusammenfallen mit dem Rhythmus des Lebens selbst.,"Henri Bergson, Introduction à la métaphysique, Revue de métaphysique et de morale 1903; dt. Fischer 1912"
1_Unity,Emergence,Prozessual,U-328,Whiteheads Satisfaction,PHI,"Die Satisfaction als vollendete Einheit einer Actual Occasion — Augenblick, in dem Konkreszenz abgeschlossen ist.","Alfred N. Whitehead, Process and Reality, Cambridge UP 1929, Part III Ch. I §3"
1_Unity,Emergence,Phänomenologisch,U-329,Husserls Synthesis,PHI,"Die passive und aktive Synthesis als Emergence von Einheit im Bewusstsein — Einheit ist nie gegeben, immer geleistet.","Edmund Husserl, Analysen zur passiven Synthesis (1917–1926), Hua XI, 1966"
1_Unity,Emergence,Phänomenologisch,U-330,Heideggers Eigentlichkeit als Einheit,PHI,Das Ganzseinkönnen des Daseins — die Emergence der eigentlichen Einheit aus der Zerstreuung im Man.,"Martin Heidegger, Sein und Zeit §60–64, 1927; GA Bd. 2"
1_Unity,Emergence,Sprachlich,U-331,Gadamers Horizontverschmelzung,PHI,Das Verstehen als Emergence einer neuen Einheit — der Horizont des Textes und der Leser verschmelzen.,"Hans-Georg Gadamer, Wahrheit und Methode II,3, Mohr Siebeck 1960"
1_Unity,Emergence,Phänomenologisch,U-332,Merleau-Pontys Interleiblichkeit,PHI,Die Einheit von Eigenleib und Fremdleib — Intersubjektivität emergiert aus der geteilten Leiblichkeit.,"Maurice Merleau-Ponty, Le visible et l'invisible, Gallimard 1968"
1_Unity,Emergence,Kategorisch,U-333,Habermas' kommunikative Vernunft,PHI,"Die kommunikative Vernunft als Emergence — Rationalität entsteht im Diskurs, nicht im isolierten Subjekt.","Jürgen Habermas, Theorie des kommunikativen Handelns Bd. I, Suhrkamp 1981"
1_Unity,Emergence,Kategorisch,U-334,Rawls Überlegungsgleichgewicht,PHI,Das reflective equilibrium als Emergence normativer Einheit — Prinzipien und Urteilsintuitionen gleichen sich an.,"John Rawls, A Theory of Justice, Harvard UP 1971, §9"
1_Unity,Emergence,Kategorisch,U-335,Peirces Thirdness als Einheit,PHI,Die Drittheit als Emergence von Vermittlung und Gesetz — das Zeichen verbindet Objekt und Interpretant zur Einheit.,"Charles S. Peirce, Collected Papers 1.337–353, Harvard UP 1931–1958"
1_Unity,Emergence,Ontologisch,U-336,Nagarjunas Nirvāna-Samsāra-Einheit,PHI,Nirvāna und Samsāra sind nicht verschieden — die Emergence der Einheit durch Aufhebung der Differenz.,"Nagarjuna, MMK §25,19–20, ca. 150–200 n. Chr."
1_Unity,Emergence,Mystisch,U-337,Dōgens Einheit von Praxis und Erleuchtung,PHI,Übung und Erleuchtung sind nicht getrennt — die Praxis selbst ist bereits die Emergence von Einheit.,"Dōgen, Bendōwa, 1231; Shōbōgenzō, trans. Tanahashi, North Point 1985"
1_Unity,Emergence,Mystisch,U-338,Ibn Arabis Tajallī als Einheit,PHI,Die göttliche Selbstoffenbarung als Emergence der Einheit in der Vielheit — jede Schöpfung ist ein Name Gottes.,"Ibn Arabi, Al-Futūḥāt al-Makkiyya, ca. 1203–1240; in: Chittick, The Sufi Path of Knowledge, SUNY 1989"
1_Unity,Emergence,Dialektisch,U-339,Nishidas widersprüchliche Selbstidentität,PHI,Die Einheit konstituiert sich im absoluten Widerspruch — das Ich emergiert durch seine eigene Negation.,"Kitarō Nishida, Mu no jikakuteki gentei (Selbstidentität des absolut Widersprüchlichen), 1939; NKZ Bd. 9"
1_Unity,Emergence,Kategorisch,U-340,Kants Schönes als Einheit,PHI,Das Schöne als zweckfreies Gefallen — Emergence einer Einheit von Einbildungskraft und Verstand ohne Begriff.,"Immanuel Kant, Kritik der Urteilskraft §9, 1790"
1_Unity,Emergence,Prozessual,U-341,Schellings Kunstwerk als Einheit,PHI,Das Kunstwerk als vollendete Emergence von bewusstem und unbewusstem Schaffen — Einheit in der Produktion.,"Friedrich W. J. Schelling, System des transzendentalen Idealismus, 1800; SW Bd. 3"
1_Unity,Emergence,Sprachlich,U-342,Schleiermachers Hermeneutik,PHI,Das Verstehen als Emergence einer Einheit zwischen Autor und Leser — divinatorisches Erfassen des Ganzen.,"Friedrich Schleiermacher, Hermeneutik und Kritik, posthum 1838; ed. Frank, Suhrkamp 1977"
1_Unity,Emergence,Erkenntnis,U-343,Peirces Abduktions-Einheit,PHI,Die neue Hypothese als Emergence einer kognitiven Einheit — das Sprunghafte der Erkenntnis.,"Charles S. Peirce, Collected Papers 5.189; 7.202, Harvard UP 1931–1958"
1_Unity,Emergence,Historisch,U-344,Foucaults Episteme,PHI,Das Episteme als Emergence einer historischen Wissenseinheit — verborgener Ordnungsrahmen einer Epoche.,"Michel Foucault, Les mots et les choses, Gallimard 1966; dt. Die Ordnung der Dinge, Suhrkamp 1971"
1_Unity,Emergence,Prozessual,U-345,Deleuzes virtuelle Einheit,PHI,"Das Virtuelle als Einheit vor der Aktualisierung — die Differenz in sich selbst, die in Vielheit emergiert.","Gilles Deleuze, Différence et répétition, PUF 1968; dt. Differenz und Wiederholung, Fink 1992"
1_Unity,Emergence,Historisch,U-346,Badious Treue als Einheit,PHI,Die Treue zum Ereignis als Emergence einer neuen Wahrheit — Einheit einer Wahrheitsverfahren-Gemeinschaft.,"Alain Badiou, L'Être et l'Événement, Seuil 1988; dt. Das Sein und das Ereignis, diaphanes 2005"
1_Unity,Emergence,Dialektisch,U-347,Hegels Familie als Einheit,PHI,Die Familie als erste Emergence konkreter Sittlichkeit — die Einheit von Liebe und Recht.,"Georg W. F. Hegel, Grundlinien der Philosophie des Rechts §158–180, 1820"
1_Unity,Emergence,Kategorisch,U-348,Habermas' postkonventionelle Identität,PHI,Die postkonventionelle moralische Identität als Emergence — das Ich konstituiert sich im Durchgang durch Konventionen.,"Jürgen Habermas, Moralbewusstsein und kommunikatives Handeln, Suhrkamp 1983"
1_Unity,Emergence,Historisch,U-349,Marxens Praxis als Einheit,PHI,Die gesellschaftliche Praxis als Emergence von Geschichte — Einheit von Theorie und Praxis im Handeln.,"Karl Marx, Thesen über Feuerbach §11, 1845; MEW Bd. 3"
1_Unity,Emergence,Prozessual,U-350,Whiteheads kosmologische Einheit,PHI,Die kosmologische Einheit als finales Resultat aller Konkreszenz — Gott und Welt als einander bedingend.,"Alfred N. Whitehead, Process and Reality, Cambridge UP 1929, Part V Ch. II"
2_Loop,Identity,Ontologisch,L-245,Heraklits panta rhei,PHI,"Alles fließt — kein Ding bleibt, was es ist; Wirklichkeit ist ewige Bewegung selbst.","Heraklit, Frag. B91, ca. 500 v. Chr.; Diels/Kranz, Vorsokratiker Bd. 1"
2_Loop,Identity,Ontologisch,L-246,Heraklits Rücklaufharmonie,PHI,Die palintropos harmoniē: Einheit der Gegensätze in ihrer Spannung — wie bei Bogen und Leier.,"Heraklit, Frag. B51, ca. 500 v. Chr.; Diels/Kranz, Vorsokratiker Bd. 1"
2_Loop,Identity,Metaphysisch,L-247,Platons Seelen-Kreislauf,PHI,"Der Kreislauf der Seelen — Aufstieg, Schau der Ideen, Abstieg, Wiedergeburt — als ontologischer Loop.","Platon, Phaidros 249a; Phaidon 107e, ca. 380–360 v. Chr."
2_Loop,Identity,Logisch,L-248,Aristoteles' Kreisschluss,PHI,Der vollständige Syllogismus als geschlossener Ableitungskreis — die Konklusion verweist auf die Prämissen zurück.,"Aristoteles, Erste Analytik I,3, 25b32–26a2, ca. 330 v. Chr."
2_Loop,Identity,Ontologisch,L-249,Aristoteles' kosmischer Kreis,PHI,Die kreisförmige Bewegung des Himmels als vollkommenste — der ewige Kreislauf als Grundform des Kosmos.,"Aristoteles, De Caelo II,3, 286a3–7; Physik VIII,9, ca. 330 v. Chr."
2_Loop,Identity,Metaphysisch,L-250,Plotins Kreisbewegung,PHI,"Die Trias von Verharren (monē), Hervorgang (proodos) und Rückkehr (epistrophē) als ontologischer Grundloop.","Plotin, Enneaden V,2; VI,9, ca. 255–270 n. Chr."
2_Loop,Identity,Metaphysisch,L-251,Augustinus' Unruhe-Ruhe-Loop,PHI,"Unruhig ist unser Herz, bis es Ruhe findet in dir — die existenzielle Schleife aus Suche und Heimkehr.","Augustinus, Confessiones I,1, 397–401 n. Chr."
2_Loop,Identity,Metaphysisch,L-252,Eriugenas Kreislauf,PHI,Die Natur geht aus Gott hervor (processio) und kehrt zu ihm zurück (reditus) — kosmischer Loop.,"Johannes Scottus Eriugena, Periphyseon (De divisione naturae) I, ca. 864–866; CCM 161–163"
2_Loop,Identity,Mystisch,L-253,Böhmes Qualitätenrad,PHI,Das Rad der sieben Naturgeister als ewige Selbstgeburt Gottes — der kreisförmige Lebensprozess des Absoluten.,"Jakob Böhme, Aurora oder Morgenröte im Aufgang, Kap. 3–4, 1612; ed. Schiebler 1831"
